Painting,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,Average
127,1,2,8,3,3,2,9,6,3,2,6,4,1,4,6,1,2,1,5,7,1,1,5,1,5,2,3,2,2,4,2,2,6,3,7,1,5,4,2,1,4,6,8,5,1,1,4,1,1,3.3877551020408165
128,5,3,7,7,7,4,9,4,3,5,2,5,1,3,4,1,2,1,2,6,1,1,3,5,4,7,3,4,2,4,2,1,4,5,6,1,4,1,2,3,6,5,6,1,3,1,2,1,1,3.4693877551020407
129,2,3,5,1,3,1,9,5,3,5,5,5,1,4,7,1,6,1,5,4,1,1,5,3,5,6,4,2,4,2,4,1,6,2,6,2,1,3,4,4,3,6,8,5,3,3,7,1,1,3.6530612244897958
130,8,7,2,2,1,6,9,7,6,3,5,3,7,3,8,8,2,7,6,6,1,7,3,6,6,4,7,5,5,4,1,6,6,7,5,1,3,8,8,2,7,5,9,7,4,2,1,1,1,4.857142857142857
131,9,6,5,6,4,3,9,7,4,6,7,2,6,3,6,2,1,4,6,6,1,1,4,7,6,4,4,6,6,6,6,2,4,5,5,2,1,3,6,4,6,6,5,6,1,2,2,1,1,4.387755102040816
132,1,1,5,1,1,2,9,7,2,2,6,3,1,6,8,1,2,1,7,6,3,1,3,1,4,2,4,2,1,3,1,5,2,7,8,2,2,1,2,2,6,6,8,5,1,3,1,1,1,3.2653061224489797
133,9,9,5,9,6,5,3,6,6,6,7,8,6,9,8,5,7,6,6,6,9,1,7,9,6,8,6,5,8,8,7,9,9,1,9,7,9,9,9,5,8,5,9,7,6,7,9,1,1,6.653061224489796
134,1,4,2,3,1,6,9,8,4,1,5,3,7,8,6,7,2,6,7,7,1,5,3,1,7,4,7,5,8,2,3,4,2,5,3,2,1,5,3,1,5,4,6,7,2,7,2,1,1,4.163265306122449
135,6,3,7,6,5,5,9,8,4,6,5,5,4,6,8,1,2,3,3,7,8,1,1,1,8,2,6,8,2,6,3,8,7,3,6,2,2,6,6,2,6,6,6,5,3,2,3,1,1,4.571428571428571
136,3,2,5,5,2,3,9,8,2,2,5,6,4,6,8,2,2,2,6,6,9,1,3,1,8,4,3,7,4,2,1,2,4,4,6,1,3,4,2,1,6,5,7,5,2,1,8,1,1,3.9591836734693877
137,1,2,5,5,4,4,9,8,4,1,5,4,2,3,8,1,2,1,4,8,7,7,2,1,3,4,7,8,7,2,1,3,8,6,7,1,1,3,8,1,3,6,8,6,1,3,6,1,1,4.142857142857143
138,5,5,9,1,4,4,9,3,5,6,3,6,6,3,6,1,4,5,2,4,2,1,2,8,5,3,4,5,8,8,3,2,7,4,5,3,2,6,6,4,6,6,4,7,5,4,7,1,1,4.489795918367347
139,3,2,3,2,2,1,9,3,3,2,2,2,1,3,2,1,3,1,4,6,1,1,1,2,5,2,3,2,1,3,1,1,4,4,6,2,3,1,2,3,3,6,7,5,1,1,2,1,1,2.6530612244897958
140,2,6,9,5,6,5,9,4,4,7,6,5,4,3,2,2,3,3,5,6,1,1,6,1,6,4,4,1,8,5,3,1,7,4,6,6,4,8,2,5,6,5,2,5,1,7,1,1,1,4.244897959183674
141,4,8,7,6,4,3,9,6,2,6,2,2,1,3,4,1,2,3,2,7,3,3,3,3,4,6,4,6,1,5,1,5,6,4,6,2,7,2,6,5,6,6,5,5,2,1,2,1,1,3.938775510204082
142,9,2,5,7,6,2,9,6,5,3,8,5,1,7,8,1,2,2,5,7,9,1,3,3,6,2,6,3,7,3,2,7,1,6,5,2,7,6,8,2,7,6,9,5,5,1,3,1,1,4.63265306122449
143,2,1,2,2,5,3,9,5,4,1,5,5,2,3,6,3,2,3,6,4,1,1,4,1,4,2,5,2,7,2,6,2,6,4,7,1,2,2,6,1,2,5,6,2,3,2,5,1,1,3.3877551020408165
144,2,3,5,5,4,4,9,5,4,1,2,4,2,6,6,2,1,1,1,7,2,1,3,7,4,2,5,3,2,3,2,2,4,6,6,1,3,5,7,1,5,6,8,5,1,2,5,1,1,3.6122448979591835
145,1,4,5,4,1,2,9,6,6,4,2,6,3,1,6,2,3,3,2,5,1,1,6,2,6,3,4,2,2,2,1,4,5,5,6,1,1,5,6,2,7,5,8,5,1,2,7,1,1,3.6122448979591835
146,1,3,3,5,3,4,9,6,2,1,5,5,1,3,9,1,1,1,3,6,6,1,2,1,6,2,8,7,3,3,3,6,5,6,6,1,1,4,2,1,3,6,6,4,1,1,7,1,1,3.5918367346938775
147,1,3,4,3,1,4,9,5,6,2,5,4,6,4,8,6,1,5,5,3,1,7,3,8,7,4,7,2,2,5,1,5,1,5,4,1,3,5,3,3,6,5,8,7,4,6,9,1,1,4.26530612244898
148,1,5,3,2,1,1,9,7,5,2,6,4,1,4,9,2,2,3,8,7,3,1,1,2,6,1,3,4,7,3,4,4,4,6,4,1,1,1,3,4,5,6,6,5,1,2,2,1,1,3.5510204081632653
149,1,7,6,7,1,2,9,3,4,7,5,3,2,3,5,1,2,1,6,7,1,1,4,2,4,6,6,3,7,2,2,6,3,4,5,1,1,4,6,1,3,6,7,2,5,8,2,1,1,3.795918367346939
150,1,1,4,7,1,3,9,5,4,6,4,3,1,2,7,1,2,1,4,6,1,1,1,1,6,6,4,2,6,3,1,1,3,5,6,2,2,1,2,3,2,6,3,5,1,2,2,1,1,3.1020408163265305
151,6,7,7,6,5,5,9,4,4,6,5,2,8,5,6,3,1,8,7,7,1,8,7,4,6,6,5,2,9,8,1,5,3,7,6,3,2,7,4,3,6,5,1,5,3,7,2,1,1,4.877551020408164
152,7,5,5,2,5,3,9,7,6,2,8,7,2,6,7,1,3,2,9,5,2,1,6,1,6,3,1,6,3,2,3,7,1,4,7,7,1,6,8,2,7,6,9,5,6,2,2,1,1,4.428571428571429
153,4,6,5,4,7,3,9,3,6,5,6,3,4,1,5,4,3,6,4,5,1,6,5,8,5,4,4,3,3,4,4,5,6,6,7,1,1,5,6,4,7,6,6,6,5,3,4,1,1,4.489795918367347
154,3,1,6,3,6,6,9,6,4,5,5,3,2,6,6,2,1,2,3,7,3,4,4,7,9,4,6,2,6,3,7,3,6,6,6,3,4,4,2,4,4,6,7,6,1,3,2,1,1,4.285714285714286
155,9,6,4,6,3,6,9,6,5,2,5,7,8,7,9,3,2,8,7,6,5,1,6,2,7,3,7,3,9,6,1,2,7,6,7,6,1,3,8,6,4,6,5,5,2,2,1,1,1,4.918367346938775
156,5,6,8,4,6,2,9,4,4,2,5,6,1,4,7,1,5,1,5,6,1,1,4,1,5,3,2,1,1,5,1,2,7,5,6,3,2,8,3,4,7,6,6,3,1,1,8,1,1,3.877551020408163
157,7,2,1,1,4,5,9,6,7,1,5,5,6,6,8,2,3,3,4,6,7,1,5,1,6,3,4,8,9,7,3,1,6,4,6,2,1,2,6,1,5,6,6,6,2,4,2,1,1,4.224489795918367
158,7,4,5,5,1,4,9,7,4,5,7,6,1,7,8,1,2,2,4,6,7,1,5,3,6,7,3,2,4,4,1,4,7,1,7,1,3,4,6,3,8,6,9,4,1,1,8,1,1,4.346938775510204
159,1,1,1,2,1,3,9,5,6,5,7,3,5,6,7,2,2,5,6,5,1,1,2,3,5,9,6,2,1,2,6,3,3,3,4,2,1,6,1,1,2,5,1,5,3,3,5,1,1,3.4693877551020407
160,8,7,7,2,2,3,9,4,5,8,6,4,4,3,7,1,5,3,5,6,1,1,4,4,5,4,3,5,2,4,1,2,8,5,6,1,5,6,2,5,6,6,8,5,4,2,3,1,1,4.26530612244898
161,1,9,7,7,6,6,9,8,6,6,7,3,6,6,7,7,3,4,9,7,2,9,6,7,6,7,7,8,9,8,1,8,7,7,7,1,4,5,8,6,7,6,5,9,5,7,5,1,1,5.979591836734694
162,4,4,7,5,1,3,9,7,6,5,7,6,6,7,6,2,3,1,5,4,1,1,1,4,6,4,4,8,3,2,1,2,5,7,4,2,1,1,4,2,7,6,9,9,1,2,5,1,1,4.122448979591836
163,7,3,6,2,1,2,9,8,5,4,3,5,2,4,7,1,2,2,5,7,1,1,4,9,3,6,8,7,7,4,5,6,4,3,6,1,1,6,3,4,6,6,7,7,2,6,4,1,1,4.36734693877551
164,6,8,8,5,4,2,9,7,6,7,9,4,4,6,7,1,6,4,7,6,1,5,8,6,5,6,2,5,1,7,1,6,8,2,7,2,3,5,5,5,7,6,5,6,1,2,4,1,1,4.877551020408164
165,7,3,2,2,6,7,9,8,7,2,5,4,5,7,8,4,2,4,3,5,8,9,1,3,7,3,4,6,3,3,2,2,6,5,5,1,2,6,6,2,7,5,9,2,1,1,2,1,1,4.346938775510204
166,1,7,8,3,6,4,9,7,5,8,5,4,1,2,5,1,6,1,5,5,1,1,5,1,5,4,3,2,7,7,1,3,7,7,6,1,3,5,3,5,6,5,5,5,1,3,1,1,1,4.040816326530612
167,3,6,4,6,5,4,9,7,3,7,5,4,5,3,6,2,4,2,3,6,1,8,3,5,4,3,4,3,1,4,1,6,8,4,3,1,1,7,2,4,7,6,7,6,3,1,2,1,1,4.1020408163265305
168,5,2,7,4,2,3,9,5,2,8,3,2,2,2,6,1,2,4,2,6,5,9,4,7,5,7,6,2,3,5,2,7,1,5,7,1,4,8,2,4,8,6,8,9,6,2,6,1,1,4.448979591836735
169,3,7,5,3,7,6,9,8,7,8,7,4,2,6,8,5,5,2,6,7,7,8,4,6,7,6,7,8,9,5,1,8,7,5,5,2,4,8,8,6,7,7,8,8,6,8,4,1,1,5.836734693877551
170,7,3,4,2,1,4,9,5,3,2,4,2,1,2,5,4,2,4,3,6,1,1,2,6,7,3,1,1,3,3,1,1,3,6,4,4,1,2,2,2,2,5,6,2,1,1,2,1,1,3.020408163265306
171,8,2,7,9,4,3,9,6,7,4,7,4,5,8,6,3,1,3,8,6,3,2,6,6,6,7,8,5,6,7,3,6,5,5,4,1,4,4,6,4,5,6,6,7,2,2,4,1,1,4.938775510204081
172,6,6,5,7,6,7,9,9,7,8,4,3,8,7,8,9,6,7,3,8,9,3,7,8,9,7,7,8,8,8,1,8,7,8,8,1,1,4,7,1,7,5,8,7,3,9,7,1,1,6.142857142857143
173,7,7,9,8,3,4,9,8,6,4,8,6,2,4,8,2,6,2,6,8,2,1,3,7,6,6,6,7,8,4,1,7,5,7,7,1,5,7,4,2,7,6,8,8,6,2,2,1,1,5.183673469387755
174,6,3,4,2,7,1,9,7,5,3,7,7,1,4,8,2,5,1,7,7,5,7,3,6,7,6,8,8,8,2,1,8,4,6,6,1,2,8,7,2,6,6,6,6,2,6,5,1,1,4.8979591836734695
175,7,8,8,3,6,8,9,8,8,6,7,6,6,8,8,8,3,6,7,7,7,4,1,3,8,7,8,7,8,4,1,9,5,5,7,1,2,7,8,6,7,6,7,9,1,3,4,1,1,5.795918367346939
176,9,8,8,6,7,7,9,8,9,6,3,6,9,8,9,6,5,8,4,8,8,9,3,8,7,6,7,7,7,8,1,7,7,5,7,7,1,9,8,7,8,6,9,7,5,8,7,1,1,6.612244897959184
177,8,6,6,9,3,6,9,8,8,6,8,6,3,9,8,8,3,5,7,8,7,9,4,5,8,7,7,6,4,4,2,8,8,5,4,1,1,6,7,6,8,6,6,6,4,7,9,1,1,5.938775510204081
178,9,6,8,9,7,6,9,9,9,7,7,7,7,8,8,7,4,6,8,7,6,1,5,4,8,6,4,7,9,6,2,7,9,4,7,1,3,8,7,6,6,7,8,5,3,3,4,1,1,6.040816326530612
179,8,6,6,3,4,7,9,9,8,6,7,3,4,8,8,7,3,3,8,8,8,7,3,5,9,7,7,7,9,3,2,6,7,9,7,1,1,8,8,6,6,5,8,5,5,2,5,1,1,5.775510204081633
180,8,3,9,7,6,6,9,6,7,7,5,6,7,7,3,3,4,5,6,7,6,8,2,9,6,8,6,6,9,6,1,7,8,7,6,3,1,8,7,4,7,6,6,2,5,7,6,1,1,5.714285714285714
181,9,7,4,1,3,4,9,8,6,5,7,5,5,9,9,8,2,2,6,8,7,6,3,2,9,4,7,8,6,6,1,9,2,8,6,1,1,6,7,2,7,6,8,7,5,1,9,1,1,5.36734693877551
182,9,6,9,2,6,6,9,8,8,7,5,7,8,7,9,4,5,9,2,7,9,1,4,8,6,8,4,9,8,7,2,8,6,4,7,5,5,7,8,7,8,6,7,7,8,5,3,1,1,6.163265306122449
183,8,9,6,6,8,9,9,9,8,8,8,3,9,6,9,9,6,8,7,8,9,8,4,9,8,9,7,8,8,7,3,8,6,4,9,8,1,3,9,2,9,6,5,7,4,6,9,1,1,6.755102040816326
184,6,7,7,7,7,5,9,5,2,6,5,7,6,8,6,1,3,4,2,6,7,2,6,6,5,9,3,7,6,8,3,8,8,2,7,2,5,8,6,4,7,6,8,5,3,8,8,1,1,5.469387755102041
185,2,3,4,1,3,4,9,4,5,2,7,3,6,4,8,4,1,2,4,6,1,1,3,4,6,3,4,2,2,3,1,8,1,3,4,1,5,5,2,3,5,6,6,5,1,3,3,1,1,3.5714285714285716
186,8,9,8,3,6,6,9,9,6,7,8,7,6,8,5,1,7,7,7,7,9,1,7,4,5,8,7,9,9,8,1,6,6,5,9,2,8,7,8,2,8,6,9,5,3,2,9,1,1,6.1020408163265305
187,6,6,5,6,6,4,9,5,3,5,6,7,5,3,7,1,3,1,6,5,1,1,5,1,4,2,3,2,6,2,2,6,7,3,7,2,1,7,2,4,6,6,5,1,1,2,5,1,1,3.979591836734694
188,1,1,1,4,4,2,9,6,7,6,8,4,3,2,4,8,2,3,8,6,1,8,3,4,4,4,6,4,6,3,2,5,1,4,6,1,1,7,8,1,4,5,5,7,2,8,1,1,1,4.122448979591836
189,4,5,5,2,2,2,9,4,5,1,5,7,1,4,8,5,4,4,6,5,1,1,6,1,5,6,6,2,6,6,2,5,4,5,8,1,5,3,8,2,6,6,8,5,1,2,4,1,1,4.183673469387755
190,8,9,9,8,9,4,9,7,8,5,5,7,6,8,7,4,4,6,5,7,8,6,5,9,5,8,4,8,9,7,3,2,8,3,8,5,3,7,9,7,8,5,9,7,3,2,5,1,1,6.122448979591836
191,9,9,8,8,6,6,9,7,7,6,9,7,8,8,6,6,6,8,8,6,8,9,5,9,8,9,6,7,9,9,4,7,9,3,6,8,3,7,8,8,8,6,9,5,5,9,8,1,1,6.959183673469388
192,4,1,5,6,4,1,9,5,2,2,5,6,2,3,7,1,2,1,3,6,1,1,5,1,4,3,3,2,1,3,1,2,6,3,5,2,3,3,4,1,5,5,8,6,1,2,8,1,1,3.3877551020408165
193,1,7,6,1,1,6,9,3,6,7,7,2,2,2,5,4,3,2,7,7,2,9,5,9,7,8,6,4,9,8,2,6,7,7,6,1,1,8,7,5,6,6,9,9,4,9,2,1,1,5.142857142857143
194,8,2,4,3,6,6,3,8,8,2,6,5,7,8,9,7,4,6,4,6,9,1,5,2,5,6,7,2,5,1,2,7,2,5,5,1,8,1,9,4,8,5,9,5,1,1,9,1,1,4.877551020408164
195,4,9,8,6,3,6,9,9,8,5,8,6,9,9,9,6,6,9,8,6,6,8,4,7,9,7,6,7,3,6,5,8,7,4,7,7,1,5,8,7,7,6,6,9,5,7,7,1,1,6.408163265306122
196,9,7,4,6,3,3,9,8,6,6,8,6,5,2,7,5,5,8,7,6,1,8,3,7,6,6,7,5,5,8,7,2,5,4,5,3,1,8,8,2,7,6,8,7,2,8,4,1,1,5.408163265306122
197,1,8,5,4,6,7,9,8,5,6,7,2,3,7,8,2,2,3,7,7,6,6,2,5,5,8,6,8,2,7,2,5,8,6,6,2,4,6,8,4,7,6,8,6,2,8,5,1,1,5.244897959183674
198,8,5,6,6,6,3,9,7,5,2,8,6,6,6,8,2,5,4,7,6,1,3,6,4,6,3,3,3,6,5,4,6,6,7,5,2,8,6,6,2,4,5,2,5,4,2,3,1,1,4.775510204081633
199,9,1,3,4,1,2,9,6,5,4,5,1,2,2,8,4,2,2,6,6,2,1,1,2,6,6,4,8,7,6,2,2,3,6,6,1,2,3,2,1,5,6,7,6,5,1,2,1,1,3.816326530612245
200,5,4,4,2,2,2,9,6,4,6,6,5,1,6,7,1,3,2,6,7,1,1,5,1,5,4,6,2,4,3,1,3,7,6,7,1,6,3,2,2,5,6,8,4,2,2,6,1,1,3.938775510204082
201,1,7,5,5,6,7,9,7,6,4,6,3,1,6,9,9,2,1,6,8,2,9,4,2,8,4,8,8,6,4,3,3,3,8,7,1,4,5,7,1,4,5,7,8,1,5,5,1,1,4.938775510204081
202,5,3,8,4,6,2,9,8,5,1,4,3,6,2,8,7,2,3,6,7,5,1,4,2,7,7,4,5,8,7,1,2,4,4,5,1,1,6,6,3,7,6,5,5,6,2,4,1,1,4.469387755102041
203,8,6,8,9,7,4,9,6,6,5,2,7,6,6,3,1,7,4,3,6,5,1,4,2,4,6,4,4,8,6,2,6,9,6,7,2,3,7,6,7,6,6,7,5,3,4,4,1,1,5.081632653061225
204,6,3,6,5,3,2,9,9,3,3,5,5,1,6,9,1,2,1,4,8,8,1,3,1,8,3,6,8,8,4,1,2,6,7,8,1,5,6,1,2,6,6,8,5,6,1,8,1,1,4.530612244897959
205,2,1,6,4,2,2,9,4,1,1,4,5,1,3,7,1,1,1,3,6,1,1,7,1,6,1,2,2,1,2,1,1,6,2,6,1,3,1,1,5,5,6,5,1,1,2,7,1,1,2.938775510204082
206,1,3,3,5,6,2,9,6,4,6,7,6,1,6,7,1,3,1,5,7,1,1,2,1,6,2,1,2,4,3,1,1,6,5,8,2,3,3,2,5,6,5,8,1,3,2,7,1,1,3.7142857142857144
207,4,2,6,3,5,3,9,4,5,2,2,6,2,4,6,1,6,2,2,5,1,2,5,2,5,3,4,4,1,5,1,6,4,5,7,3,3,3,4,4,6,6,6,2,1,2,6,1,1,3.7142857142857144
208,6,1,4,3,2,3,9,7,6,2,5,4,7,3,9,7,1,6,6,6,2,1,2,2,7,3,1,2,8,3,2,5,2,6,6,1,6,1,8,2,7,5,9,5,1,3,6,1,1,4.183673469387755
209,1,1,4,5,1,1,9,5,3,2,4,5,1,4,7,1,1,1,3,6,1,1,3,1,5,2,1,1,1,3,1,2,3,5,7,1,2,1,1,1,4,6,8,1,3,2,7,1,1,2.877551020408163
210,1,3,5,3,1,2,9,5,2,2,4,1,1,2,7,1,1,1,2,7,1,1,2,1,3,2,1,1,1,4,2,4,5,5,5,1,1,3,1,2,2,6,6,1,1,2,3,1,1,2.63265306122449
211,1,7,4,5,8,6,9,9,5,5,6,2,3,2,7,2,2,6,8,6,5,9,3,8,8,6,8,6,9,6,7,5,8,5,4,3,1,5,6,2,6,6,6,6,1,5,7,1,1,5.224489795918367
212,1,3,3,3,2,3,9,5,3,5,5,6,1,4,8,1,5,1,5,6,1,2,2,2,5,2,4,2,1,4,1,3,6,4,5,1,1,3,4,3,5,6,7,3,2,2,6,1,1,3.4285714285714284
213,6,7,7,5,6,4,9,6,5,4,7,6,2,4,8,1,5,1,5,5,1,1,4,1,5,7,4,4,7,5,1,2,7,4,7,2,1,3,6,2,7,6,6,5,2,3,7,1,1,4.387755102040816
214,1,6,8,7,7,4,9,8,7,5,7,2,3,9,9,8,3,2,6,7,8,9,4,6,7,6,7,7,8,5,4,7,8,6,6,1,2,6,7,3,7,6,6,7,6,4,4,1,1,5.653061224489796
215,9,8,9,2,7,7,9,8,4,1,6,7,7,8,8,5,6,5,7,7,9,5,5,6,4,7,7,8,9,7,4,2,9,4,8,6,7,6,9,6,7,6,4,6,3,7,8,1,1,6.142857142857143
216,5,8,7,5,2,7,9,7,5,2,4,3,3,6,5,6,2,3,3,7,4,9,3,5,8,2,7,6,5,6,5,7,5,8,5,7,1,4,6,3,6,6,6,5,3,5,4,1,1,4.938775510204081
217,7,8,8,7,9,7,9,7,8,7,4,7,9,8,8,9,2,9,5,6,9,8,6,9,8,9,6,8,8,8,2,8,5,3,7,6,6,6,9,7,8,5,4,9,5,9,8,1,1,6.775510204081633
218,8,9,8,8,9,9,9,8,9,9,7,7,8,9,8,9,6,9,9,7,9,9,8,9,9,8,8,9,9,8,4,8,9,6,8,8,1,8,8,8,8,7,7,9,5,9,9,1,1,7.653061224489796
219,2,8,4,4,3,6,9,7,6,6,9,6,3,4,9,2,4,2,8,5,3,8,5,9,6,7,3,7,7,6,3,6,4,9,5,3,1,6,5,6,6,6,8,7,3,7,5,1,1,5.3061224489795915
220,8,9,8,6,6,7,9,8,8,8,6,6,8,8,8,7,6,8,7,6,4,9,7,8,4,8,6,9,9,7,7,8,9,8,5,7,2,9,7,4,8,6,6,9,3,7,3,1,1,6.6938775510204085
221,9,8,5,6,4,8,9,8,8,8,9,6,7,9,9,7,3,6,8,8,8,9,5,9,9,8,8,8,9,8,5,8,7,7,5,2,5,9,3,7,7,6,3,9,6,9,2,1,1,6.6938775510204085
222,8,9,7,3,7,7,9,7,8,9,7,5,7,8,9,9,6,7,8,7,8,9,6,9,7,8,8,9,9,7,6,8,7,4,6,1,2,8,7,4,9,6,8,9,3,9,2,1,1,6.6938775510204085
223,6,1,5,5,2,2,9,5,5,3,6,5,4,4,2,1,1,2,5,4,1,3,5,6,4,3,3,2,2,4,1,5,7,5,7,3,4,3,5,4,6,5,9,5,2,4,6,1,1,3.938775510204082
224,5,6,8,3,7,1,9,6,4,6,6,6,3,4,8,8,3,1,6,6,2,1,3,2,5,7,4,3,1,6,4,5,7,3,8,1,7,6,6,6,6,6,8,5,2,2,4,1,1,4.653061224489796
225,9,7,5,8,8,8,9,8,7,5,8,4,8,6,8,7,2,6,7,8,6,9,3,9,7,8,7,9,9,7,7,9,8,8,6,1,2,6,6,7,7,6,5,9,5,7,5,1,1,6.489795918367347
226,9,7,9,6,8,5,9,5,6,8,6,7,8,6,6,2,7,7,7,6,7,1,8,8,5,7,6,6,9,8,2,7,9,4,7,4,6,9,6,6,9,7,7,6,4,7,9,1,1,6.326530612244898
227,6,6,8,6,7,2,9,5,3,6,6,5,2,4,7,2,6,2,6,5,1,1,2,7,6,6,3,3,8,6,1,1,9,4,7,2,2,6,5,5,4,6,7,5,1,2,5,1,1,4.489795918367347
228,5,3,5,3,4,7,9,4,5,5,5,3,1,6,8,1,2,3,6,7,1,9,5,4,6,6,3,7,5,3,1,2,5,3,5,2,1,7,2,3,4,6,5,5,4,3,5,1,1,4.204081632653061
229,7,6,5,6,3,2,9,4,4,5,6,5,3,4,6,1,2,2,5,6,4,1,6,2,4,4,1,7,3,3,2,8,4,3,7,1,4,7,2,5,7,6,8,5,6,8,2,1,1,4.346938775510204
230,6,4,4,5,4,3,9,7,4,6,6,6,2,4,6,1,3,3,6,4,1,1,4,6,6,8,1,2,3,5,5,2,8,2,6,1,2,3,3,5,6,6,7,2,2,6,5,1,1,4.142857142857143
231,9,7,6,6,6,3,9,7,8,6,5,7,6,7,3,6,3,8,7,6,5,8,4,8,6,7,1,8,5,8,1,7,4,3,7,4,4,6,3,3,7,6,8,7,3,3,2,1,1,5.408163265306122
232,1,6,6,3,4,2,9,4,3,8,6,6,2,3,3,1,6,2,5,6,1,1,5,3,4,6,4,2,7,6,3,2,8,3,8,2,4,5,5,3,7,5,5,6,5,8,3,1,1,4.26530612244898
233,1,4,3,2,5,3,9,6,1,1,5,4,1,2,8,1,2,1,6,5,1,1,2,2,3,2,1,2,2,3,1,2,6,3,6,2,1,3,3,2,6,6,6,2,1,2,4,1,1,3.0
234,8,6,5,1,6,3,9,6,3,4,5,5,2,3,3,1,2,3,6,6,2,5,5,8,4,8,4,2,9,5,5,3,3,4,7,1,4,8,2,4,6,6,6,5,3,3,6,1,1,4.428571428571429
235,4,8,6,2,1,4,9,7,6,5,5,3,6,3,7,9,1,6,4,7,1,8,2,9,5,7,1,8,8,6,1,8,6,3,3,1,1,8,6,1,8,5,4,6,1,6,5,1,1,4.755102040816326
236,3,9,4,1,3,4,9,5,7,6,9,2,4,4,6,6,2,3,8,5,1,7,2,9,8,4,7,1,6,2,1,4,3,8,4,1,1,6,6,3,6,5,5,9,2,3,1,1,1,4.428571428571429
237,1,5,6,2,4,5,1,5,5,6,8,2,5,6,2,2,2,4,9,5,1,8,4,8,6,7,6,2,5,2,1,1,1,8,3,1,1,9,3,1,6,6,3,5,5,2,1,1,1,3.938775510204082
238,8,8,5,9,4,6,9,9,9,7,9,6,8,9,8,8,6,8,8,7,5,9,6,8,7,5,6,8,6,2,1,7,2,6,7,1,1,8,4,7,8,6,7,9,3,8,2,1,1,6.163265306122449
