Rater,N,rho,rs
1,1,0.18877187087101802,0.18811178992317398
1,2,0.2859988293304851,0.3068619825374369
1,3,0.2750851260013868,0.32806678110329035
1,4,0.2688365826514768,0.28665728315800515
1,5,0.29370425675406964,0.33226403412255134
1,6,0.2819734600587251,0.3143521195304988
1,7,0.29431158978355126,0.3379806474480329
1,8,0.2894290677781803,0.3357055963105206
1,9,0.2861898556586343,0.3262823115543103
1,10,0.3027120773975479,0.3333708015763915
2,1,0.242622489181222,0.26959682214369185
2,2,0.3298952817873227,0.365203241427583
2,3,0.3269280476717604,0.3700585098833119
2,4,0.36692626116132604,0.41506295385660447
2,5,0.3490144201734421,0.4028635006625289
2,6,0.3560648415234808,0.4143233211539929
2,7,0.3492891528410965,0.4002719310631693
2,8,0.38697088943060987,0.43391891676864686
2,9,0.38614552952907033,0.44123731071009764
2,10,0.3582668879882466,0.41948398178187196
3,1,0.20780597978733512,0.24498281513608963
3,2,0.21396673448605252,0.25551199490572996
3,3,0.21755708565710014,0.23848954635080974
3,4,0.2763764492822473,0.2957799160968841
3,5,0.2860120932337725,0.31176002782159523
3,6,0.27780223633146683,0.30716407869727685
3,7,0.27857653921390024,0.3055835680309461
3,8,0.2533354280346375,0.28482336783252393
3,9,0.271170928020969,0.3102408384368751
3,10,0.24003378533918046,0.2778988919598813
4,1,0.048692127315687984,0.0497533930911467
4,2,0.0741803239780634,0.0736677494261382
4,3,0.06747433102346947,0.07945609301828908
4,4,0.08396827507630023,0.1160104432029169
4,5,0.05378948474415397,0.08124794352383591
4,6,0.1127414559460284,0.12346396754935444
4,7,0.10817016382620999,0.12289171204192292
4,8,0.07562999516427735,0.09785118258800612
4,9,0.10984135904290429,0.1260840559836714
4,10,0.09353686906022515,0.1115693373752787
5,1,0.31251861756222116,0.3274792144269136
5,2,0.26853003131341074,0.32073801082482045
5,3,0.3268167922983854,0.3625826525831306
5,4,0.35552378664736073,0.3960877696159817
5,5,0.3775800503805816,0.406611423118887
5,6,0.33076447056112007,0.3746879890781642
5,7,0.3132296263973503,0.3636714492905635
5,8,0.3256014228517303,0.37995892715551915
5,9,0.3266356875746408,0.3645594941461242
5,10,0.3515986825970524,0.40349248759311973
